concept,namespace,period_type,balance,statement
DisclosureOfFairValueMeasurementOfLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFairValueOfEachInvestmentInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncomeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFairValueOfFinancialAssetsAndFinancialLiabilitiesAndReclassificationExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFairValueOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFairValueOfPlanAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFairValuesOfItemsUsedAsDeemedCostExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFeeAndCommissionIncomeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinanceCostExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinanceIncomeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinanceIncomeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinanceLeaseAndOperatingLeaseByLesseeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinanceLeaseAndOperatingLeaseByLessorExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialAssetsHeldForTradingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialAssetsThatAreEitherPastDueOrImpairedExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialAssetsTransferredDuringPeriodWhichDoNotQualifyForDerecognitionExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialInstrumentsAtFairValueThroughProfitOrLossExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialInstrumentsByTypeOfInterestRateExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialInstrumentsDesignatedAtFairValueThroughProfitOrLossExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialInstrumentsHeldForTradingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialLiabilitiesHeldForTradingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFinancialRiskManagementExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFirstTimeAdoptionExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfFormsOfFundingOfStructuredEntityAndTheirWeightedaverageLifeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGeneralAndAdministrativeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGeneralHedgeAccountingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGeneralInformationAboutFinancialStatementsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGeographicalAreasExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGoingConcernExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGoodwillNotAllocatedToCashgeneratingUnitExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfGovernmentGrantsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfHedgeAccountingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfHowEntityAggregatedInterestsInSimilarEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfHyperinflationaryReportingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfImpairmentLossAndReversalOfImpairmentLossExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfImpairmentOfAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIncomeTaxExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedOtherEquityInstrumentsGrantedDuringPeriodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedShareOptionsGrantedDuringPeriodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedSharebasedPaymentArrangementsModifiedDuringPeriodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutAmountsThatAffectedStatementOfComprehensiveIncomeAsResultOfHedgeAccountingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutConsolidatedStructuredEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutCreditExposuresDesignatedAsMeasuredAtFairValueThroughProfitOrLossExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutEmployeesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutInterestsInStructuredEntityExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutKeyManagementPersonnelExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutLiquidityArrangementsGuaranteesOrOtherCommitmentsWithThirdPartiesThatMayAffectFairValueOrRiskOfInterestsInStructuredEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutMaturityProfileOfDefinedBenefitObligationExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutTermsAndConditionsOfHedgingInstrumentsAndHowTheyAffectFutureCashFlowsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutUnconsolidatedStructuredEntitiesControlledByInvestmentEntityExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationAboutUnconsolidatedSubsidiariesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationForEachMaterialImpairmentLossRecognisedOrReversedForIndividualAssetOrCashgeneratingUnitExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationForIndividualAssetOrCashgeneratingUnitWithSignificantAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationSufficientToPermitReconciliationOfClassesDeterminedForFairValueMeasurementToLineItemsInStatementOfFinancialPositionAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationSufficientToPermitReconciliationOfClassesDeterminedForFairValueMeasurementToLineItemsInStatementOfFinancialPositionEntitysOwnEquityInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInformationSufficientToPermitReconciliationOfClassesDeterminedForFairValueMeasurementToLineItemsInStatementOfFinancialPositionLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInstrumentsWithPotentialFutureDilutiveEffectNotIncludedInCalculationOfDilutedEarningsPerShareExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInsurancePremiumRevenueExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInsuranceRiskExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIntangibleAssetsAndGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIntangibleAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIntangibleAssetsMaterialToEntityExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIntangibleAssetsWithIndefiniteUsefulLifeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestInFundsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestIncomeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestIncomeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestsInAssociatesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestsInJointArrangementsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestsInOtherEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestsInSubsidiariesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterestsInUnconsolidatedStructuredEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInterimFinancialReportingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInternalCreditExposuresExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInventoriesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInvestmentContractsLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInvestmentEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInvestmentPropertyExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInvestmentsAccountedForUsingEquityMethodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfIssuedCapitalExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfJointOperationsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfJointVenturesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLeasePrepaymentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLeasesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLiabilitiesMeasuredAtFairValueAndIssuedWithInseparableThirdpartyCreditEnhancementExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLiquidityRiskExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLiquidityRiskOfInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLoansAndAdvancesToBanksExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfLoansAndAdvancesToCustomersExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfMarketRiskExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfMarketRiskOfInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfMaturityAnalysisOfUndiscountedCashOutflowsToRepurchaseDerecognisedFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNatureAndExtentOfRisksArisingFromFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNatureAndExtentOfRisksArisingFromInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNatureOfPotentialIncomeTaxConsequencesThatWouldResultFromPaymentOfDividendExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNetAssetValueAttributableToUnitholdersExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNetDefinedBenefitLiabilityAssetExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNetGrossAndReinsurersShareForAmountsArisingFromInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNonadjustingEventsAfterReportingPeriodExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNoncontrollingInterestsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNoncurrentAssetsHeldForSaleAndDiscontinuedOperationsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNotesAndOtherExplanatoryInformationExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNumberAndWeightedAverageExercisePricesOfOtherEquityInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNumberAndWeightedAverageExercisePricesOfShareOptionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingShareOptionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfObjectivesPoliciesAndProcessesForManagingCapitalExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOffsettingOfFinancialAssetsAndFinancialLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOffsettingOfFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOffsettingOfFinancialLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOperatingSegmentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherCurrentAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherCurrentLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherNoncurrentAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherNoncurrentLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherOperatingExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherOperatingIncomeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherOperatingIncomeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherProvisionsContingentLiabilitiesAndContingentAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfOtherProvisionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfPrepaymentsAndOtherAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfProductsAndServicesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfProfitLossFromOperatingActivitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfPropertyPlantAndEquipmentExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfProvisionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRangeOfExercisePricesOfOutstandingShareOptionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRankingAndAmountsOfPotentialLossesInStructuredEntitiesBorneByPartiesWhoseInterestsRankLowerThanEntitysInterestsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReclassificationOfFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReclassificationOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReclassificationsOrChangesInPresentationExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRecognisedFinanceLeaseAsAssetsByLesseeExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRecognisedRevenueFromConstructionContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationBetweenInvestmentDerecognisedAndAssetsAndLiabilitiesRecognisedTransitionFromAccountingForInvestmentAtCostOrInAccordanceWithIFRS9ToAccountingForAssetsAndLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationBetweenInvestmentDerecognisedAndAssetsAndLiabilitiesRecognisedTransitionFromEquityMethodToAccountingForAssetsAndLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfChangesInBiologicalAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfChangesInGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfChangesInIntangibleAssetsAndGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfFinancialAssetsSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreementsToIndividualLineItemsInStatementOfFinancialPositionExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreementsToIndividualLineItemsInStatementOfFinancialPositionExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfSummarisedFinancialInformationOfAssociateAccountedForUsingEquityMethodToCarryingAmountOfInterestInAssociateExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReconciliationOfSummarisedFinancialInformationOfJointVentureAccountedForUsingEquityMethodToCarryingAmountOfInterestInJointVentureExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRedemptionProhibitionTransferBetweenFinancialLiabilitiesAndEquityExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRedesignatedFinancialAssetsAndLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReimbursementRightsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReinsuranceExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRelatedPartyExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRepurchaseAndReverseRepurchaseAgreementsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfResearchAndDevelopmentExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfReservesAndOtherEquityInterestExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRestrictedCashAndCashEquivalentsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRevenueExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfRiskManagementStrategyRelatedToHedgeAccountingExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSegmentsMajorCustomersExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSensitivityAnalysisForActuarialAssumptionsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSensitivityToInsuranceRiskExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfServiceConcessionArrangementsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfShareCapitalReservesAndOtherEquityInterestExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSharebasedPaymentArrangementsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantAdjustmentsToValuationObtainedExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantInvestmentsInAssociatesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantInvestmentsInSubsidiariesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantJudgementsAndAssumptionsMadeInRelationToInterestsInOtherEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantUnobservableInputsUsedInFairValueMeasurementOfAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantUnobservableInputsUsedInFairValueMeasurementOfEquityExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSignificantUnobservableInputsUsedInFairValueMeasurementOfLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSubordinatedLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfSummaryOfSignificantAccountingPoliciesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTaxReceivablesAndPayablesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTemporaryDifferenceUnusedTaxLossesAndUnusedTaxCreditsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTermsAndConditionsOfSharebasedPaymentArrangementExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTradeAndOtherPayablesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTradeAndOtherReceivablesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTradingIncomeExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTransactionsBetweenRelatedPartiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombinationExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTransfersOfFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTreasurySharesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfTypesOfInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureOfUnconsolidatedStructuredEntitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DisclosureThatRelatedPartyTransactionsWereMadeOnTermsEquivalentToThoseThatPrevailInArmsLengthTransactions,ifrs,duration,,P&L / Cash Flow
DisclosureWhetherLoansPayableInDefaultRemediedOrTermsOfLoansPayableRenegotiatedBeforeAuthorisationForIssueOfFinancialStatements,ifrs,duration,,P&L / Cash Flow
DiscontinuedOperations,mx_ccd,duration,debit,P&L / Cash Flow
DiscussionOfImpactThatInitialApplicationOfIFRSIsExpectedToHaveOnFinancialStatements,ifrs,duration,,P&L / Cash Flow
DisposalsAndRetirementsIntangibleAssetsAndGoodwill,ifrs,duration,credit,P&L / Cash Flow
DisposalsAndRetirementsIntangibleAssetsOtherThanGoodwill,ifrs,duration,credit,P&L / Cash Flow
DisposalsAndRetirementsPropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
DisposalsBiologicalAssets,ifrs,duration,credit,P&L / Cash Flow
DisposalsIntangibleAssetsAndGoodwill,ifrs,duration,credit,P&L / Cash Flow
DisposalsIntangibleAssetsOtherThanGoodwill,ifrs,duration,credit,P&L / Cash Flow
DisposalsInvestmentProperty,ifrs,duration,credit,P&L / Cash Flow
DisposalsPropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
DistributionAndAdministrativeExpense,ifrs,duration,debit,P&L / Cash Flow
DistributionCosts,ifrs,duration,debit,P&L / Cash Flow
DividendsClassifiedAsExpense,ifrs,duration,debit,P&L / Cash Flow
DividendsPaid,ifrs,duration,debit,P&L / Cash Flow
DividendsPaidClassifiedAsFinancingActivities,ifrs,duration,credit,P&L / Cash Flow
DividendsPaidClassifiedAsOperatingActivities,ifrs,duration,credit,P&L / Cash Flow
